edm_02.wav,0.15
time,amplitude,type
0.29024943310657597,0.15709231793880463,bass
0.3947392290249433,0.3128136396408081,bass
0.44117913832199546,0.37530234456062317,bass
0.4876190476190476,0.2717464566230774,bass
0.5224489795918368,0.18291833996772766,bass
0.5688888888888889,0.24492990970611572,bass
0.615328798185941,0.1928642988204956,bass
0.6733786848072563,0.3020887076854706,bass
0.7662585034013606,0.25844502449035645,bass
0.8243083900226758,0.4054376780986786,bass
0.8707482993197279,0.2303461879491806,bass
0.9868480725623583,0.19413422048091888,bass
1.0448979591836736,0.24113067984580994,bass
1.1377777777777778,0.19705989956855774,bass
1.2770975056689342,0.16999487578868866,bass
1.4512471655328798,0.2057095319032669,bass
1.6253968253968254,0.30974119901657104,bass
1.7414965986394557,0.1963368058204651,bass
1.7647165532879818,0.3131014406681061,bass
1.8575963718820863,0.733059823513031,bass
1.9388662131519274,0.17604680359363556,bass
2.066575963718821,0.23607945442199707,bass
2.2058956916099772,0.21490493416786194,bass
2.2407256235827666,0.20284970104694366,bass
2.3568253968253967,0.26963675022125244,bass
2.4729251700680273,0.25261181592941284,bass
2.5541950113378684,0.24619315564632416,bass
2.7980045351473923,0.17926065623760223,bass
3.1695238095238096,0.18512456119060516,bass
3.320453514739229,0.381817489862442,bass
3.4133333333333336,0.19859690964221954,bass
3.436553287981859,0.22985053062438965,bass
3.541043083900227,0.3510464131832123,bass
3.657142857142857,0.18082715570926666,bass
3.7964625850340137,0.22497260570526123,bass
3.8545124716553287,0.2557356059551239,bass
4.005442176870749,0.2938283085823059,bass
4.051882086167801,0.815282940864563,high
4.20281179138322,0.35776954889297485,bass
4.260861678004535,0.209869384765625,bass
4.330521541950113,0.20564226806163788,bass
4.388571428571429,0.22122910618782043,bass
4.423401360544218,0.20114098489284515,bass
4.690430839002268,0.1765020787715912,bass
4.794920634920635,0.15409348905086517,bass
4.876190476190477,0.17050574719905853,bass
4.911020408163266,1.0,bass
5.154829931972789,0.3024120032787323,bass
5.178049886621316,0.17170464992523193,bass
5.375419501133787,0.5672045946121216,bass
5.61922902494331,0.27998942136764526,bass
5.863038548752835,0.3903581500053406,bass
5.955918367346939,0.15107844769954681,bass
6.025578231292517,0.20692338049411774,bass
6.095238095238095,0.18318840861320496,bass
6.2693877551020405,0.1558675467967987,bass
6.327437641723356,0.18330645561218262,bass
6.629297052154195,0.32614970207214355,bass
6.757006802721088,0.3104560971260071,bass
6.791836734693877,0.4644381105899811,bass
7.024036281179138,0.26174846291542053,bass
7.174965986394557,0.16746535897254944,bass
7.267845804988662,0.42191699147224426,bass
7.732244897959184,0.5051378011703491,bass
7.964444444444444,0.17216496169567108,bass
8.103764172335602,0.17555101215839386,bass
8.161814058956915,0.16163061559200287,bass
8.196643990929704,0.2503875494003296,bass
8.428843537414966,0.16508470475673676,bass
8.55655328798186,0.24255754053592682,bass
8.672653061224489,0.4117010235786438,bass
9.032562358276644,0.19281570613384247,bass
9.137052154195011,0.39467430114746094,high
9.601451247165533,0.5024023056030273,bass
9.845260770975056,0.21329793334007263,bass
10.545668934240362,0.24971064925193787,bass
11.010068027210885,0.26453304290771484,bass
11.253877551020409,0.15297538042068481,bass
11.48607709750567,0.24809056520462036,bass
12.40326530612245,1.0,high
12.879274376417234,0.19488582015037537,bass
13.08825396825397,0.7907633185386658,high
13.355283446712019,0.18504580855369568,bass
13.541043083900227,0.3002437353134155,high
13.912562358276643,0.20801420509815216,high
14.760090702947846,0.17076873779296875,bass
14.96907029478458,0.7741521000862122,high
15.456689342403628,0.1608397364616394,bass
15.80498866213152,0.1995367705821991,bass
16.397097505668935,0.22305119037628174,bass
16.88471655328798,0.22194123268127441,high
17.070476190476192,0.1585937738418579,bass
17.10530612244898,0.22521474957466125,bass
17.33750566893424,0.30273181200027466,bass
17.5697052154195,0.1558459997177124,bass
18.010884353741496,0.8896884918212891,high
18.243083900226758,0.20823407173156738,high
18.277913832199545,0.33498358726501465,high
18.428843537414966,0.234593465924263,bass
18.59138321995465,0.3314671218395233,high
18.661043083900225,0.17639347910881042,bass
18.74231292517007,0.42356473207473755,bass
19.20671201814059,0.34393471479415894,bass
19.682721088435372,0.36923471093177795,bass
19.717551020408163,0.26226845383644104,bass
19.752380952380953,0.16808070242404938,bass
19.914920634920634,0.21559974551200867,bass
20.139319727891156,0.2987726926803589,bass
20.38312925170068,0.3221423029899597,bass
20.545668934240364,0.98478764295578,high
20.615328798185942,0.23811888694763184,high
20.859138321995466,0.3070586621761322,bass
20.905578231292516,0.15908583998680115,bass
21.03328798185941,0.35471653938293457,high
21.079727891156463,0.3414463996887207,high
21.381587301587302,0.18119828402996063,bass
21.428027210884352,0.25805798172950745,bass
21.787936507936507,0.17915084958076477,bass
22.02013605442177,0.17275582253932953,bass
22.078185941043085,0.1510687619447708,bass
22.438095238095237,0.22119127213954926,bass
22.472925170068027,0.9584459662437439,high
22.821224489795917,0.1854931116104126,bass
22.879274376417232,0.2835291922092438,bass
22.914104308390023,0.3326345384120941,high
22.960544217687076,0.44916239380836487,high
