edm_01.wav,0.15
time,amplitude,type
0.08126984126984127,1.0,high
0.4179591836734694,0.40982088446617126,bass
0.7546485260770975,0.4386877715587616,bass
1.0913378684807256,0.34251663088798523,bass
1.4164172335600906,0.4254750907421112,high
1.7531065759637188,0.39121586084365845,bass
2.089795918367347,0.3787410855293274,high
2.426485260770975,0.27641552686691284,bass
2.75156462585034,0.47643548250198364,high
3.0882539682539685,0.39154306054115295,bass
3.4249433106575964,0.28464099764823914,high
3.7500226757369615,0.36492297053337097,bass
4.08671201814059,0.4233677387237549,high
4.423401360544218,0.3613787889480591,bass
4.748480725623582,0.34481409192085266,high
5.085170068027211,0.3903171718120575,bass
5.421859410430839,0.42540982365608215,bass
5.758548752834467,0.29460468888282776,bass
6.0836281179138325,0.35300254821777344,high
6.42031746031746,0.4225214123725891,bass
6.757006802721088,0.36682337522506714,high
7.093696145124716,0.2616003453731537,bass
7.418775510204082,0.4671245515346527,bass
7.75546485260771,0.3995063900947571,bass
8.092154195011338,0.29984521865844727,high
8.417233560090702,0.26944732666015625,bass
8.753922902494331,0.4303649365901947,bass
9.09061224489796,0.3352838158607483,bass
9.415691609977324,0.34848877787590027,high
9.752380952380953,0.3590523898601532,bass
10.081269841269842,0.6470978260040283,high
10.417959183673469,0.7940788269042969,bass
10.754648526077098,0.8583586812019348,high
11.091337868480725,0.6867164373397827,bass
11.416417233560091,0.7554547786712646,high
11.753106575963718,0.8710013628005981,bass
12.089795918367347,0.7721391320228577,high
12.426485260770974,0.5534303188323975,bass
12.75156462585034,0.8499130010604858,bass
13.08825396825397,0.7996074557304382,bass
13.424943310657596,0.6257007718086243,high
13.750022675736961,0.6186239123344421,bass
14.08671201814059,0.8930488228797913,high
14.423401360544219,0.7347654104232788,bass
14.748480725623583,0.5861417651176453,high
15.08517006802721,0.7484209537506104,bass
15.421859410430839,0.8077043294906616,high
15.758548752834468,0.6152033805847168,bass
16.083628117913833,0.773079514503479,high
16.42031746031746,0.6588717103004456,bass
16.757006802721087,0.7155519127845764,high
17.093696145124717,0.5155383348464966,bass
17.41877551020408,1.0,high
17.75546485260771,0.7858453989028931,bass
18.09215419501134,0.6214236617088318,high
18.4172335600907,0.713100254535675,bass
18.75392290249433,0.9426035284996033,high
19.09061224489796,0.6795521378517151,bass
19.415691609977323,0.6559900045394897,high
19.752380952380953,0.7322021126747131,bass
20.08126984126984,0.7979428172111511,high
20.41795918367347,0.7621564865112305,bass
20.754648526077098,1.0,high
21.091337868480725,0.7792799472808838,bass
21.41641723356009,0.9325252771377563,high
21.75310657596372,0.8857043385505676,bass
22.089795918367347,0.8346613645553589,high
22.426485260770974,0.6189319491386414,bass
22.75156462585034,0.9416386485099792,high
23.08825396825397,0.9102230668067932,bass
23.424943310657596,0.7222171425819397,high
23.63392290249433,0.5570436120033264,high
23.75002267573696,0.773139476776123,bass
23.959002267573695,0.558729887008667,bass
24.086712018140588,0.9575509428977966,high
24.42340136054422,0.7778763771057129,high
24.748480725623583,0.6298812031745911,bass
25.08517006802721,0.8468525409698486,bass
25.42185941043084,0.8847158551216125,high
25.758548752834468,0.6930654048919678,bass
26.083628117913833,0.8492358922958374,bass
26.42031746031746,0.8500558137893677,bass
26.757006802721087,0.8184904456138611,high
27.082086167800455,0.6604870557785034,bass
27.41877551020408,0.8329998850822449,high
27.75546485260771,0.9197816252708435,high
28.09215419501134,0.6664472818374634,high
28.4172335600907,0.761125385761261,bass
28.75392290249433,0.9858246445655823,bass
28.96290249433107,0.6836585402488708,high
29.09061224489796,0.7791264653205872,bass
29.29959183673469,0.6796168684959412,bass
29.415691609977323,0.661428689956665,high
29.752380952380953,0.8483684062957764,bass
30.092879818594103,0.6324942708015442,high
30.41795918367347,0.770704448223114,bass
30.754648526077098,1.0,high
31.091337868480725,0.7717055678367615,bass
31.41641723356009,0.8403362035751343,high
31.75310657596372,0.899193525314331,bass
32.089795918367344,0.8746530413627625,high
32.426485260770974,0.6242339611053467,bass
32.75156462585034,0.8378975987434387,high
33.088253968253966,0.9717533588409424,bass
33.424943310657596,0.7580706477165222,high
33.750022675736965,0.6556907892227173,bass
34.08671201814059,0.9604493379592896,bass
34.295691609977325,0.6412429809570312,bass
34.42340136054422,0.8554969429969788,high
34.632380952380956,0.6853585839271545,high
34.74848072562358,0.7399725914001465,high
35.08517006802721,0.7024608850479126,bass
35.42185941043084,0.802461564540863,high
35.758548752834464,0.7034967541694641,bass
36.08362811791383,0.52457195520401,high
36.42031746031746,0.9469069242477417,bass
36.75700680272109,0.656086802482605,high
37.09369614512472,0.6298467516899109,high
37.418775510204085,0.4541352689266205,high
37.75546485260771,0.7301380038261414,high
38.09215419501134,0.3814637362957001,bass
38.4172335600907,0.47026526927948,high
38.75392290249433,0.3135935366153717,high
39.09061224489796,0.6071355938911438,high
39.427301587301585,0.25029456615448,bass
39.63628117913832,0.43277910351753235,high
39.75238095238095,0.44600456953048706,high
39.96136054421768,0.24701008200645447,high
40.092879818594106,0.35463541746139526,bass
40.42956916099773,0.36936476826667786,high
41.09133786848073,0.47659602761268616,high
41.75310657596372,0.2689884603023529,high
42.426485260770974,0.41983744502067566,bass
43.088253968253966,0.15738198161125183,bass
43.424943310657596,0.26615628600120544,bass
43.76163265306123,0.3116316795349121,bass
44.08671201814059,0.4129287004470825,bass
44.42340136054422,0.5555040836334229,bass
44.76009070294785,0.45718681812286377,bass
44.96907029478458,0.37335580587387085,bass
45.08517006802721,0.5289863348007202,bass
45.29414965986395,0.5053619742393494,bass
45.42185941043084,0.6796681880950928,bass
45.758548752834464,0.586527407169342,high
46.08362811791383,0.666865348815918,bass
46.42031746031746,0.7303885817527771,bass
46.75700680272109,0.8503066897392273,high
47.09369614512472,0.6034890413284302,high
47.418775510204085,0.9631231427192688,high
47.75546485260771,0.9049684405326843,high
48.09215419501134,0.6911947131156921,bass
48.4172335600907,0.6302059292793274,bass
48.75392290249433,1.0,high
49.09061224489796,0.783745527267456,high
49.427301587301585,0.6141379475593567,bass
49.75238095238095,0.7414122819900513,high
50.092879818594106,0.6039135456085205,high
50.301859410430836,0.4841069281101227,high
50.41795918367347,0.8476580381393433,bass
50.626938775510204,0.44892022013664246,high
50.7546485260771,0.8663561940193176,high
51.09133786848073,0.6305620074272156,bass
51.42802721088435,0.4230438768863678,high
51.75310657596372,0.30163779854774475,bass
52.089795918367344,0.4577113687992096,bass
52.426485260770974,0.26851850748062134,bass
52.763174603174605,0.19772808253765106,bass
53.09986394557823,0.21430128812789917,high
54.08671201814059,0.1631276160478592,bass
54.42340136054422,0.2777753174304962,bass
54.76009070294785,0.4224499762058258,high
55.09678004535147,0.3378816545009613,high
55.42185941043084,0.576336145401001,high
55.63083900226757,0.4347352385520935,high
55.758548752834464,0.5287796854972839,high
55.9675283446712,0.5209578275680542,high
56.08362811791383,0.7810195684432983,high
56.42031746031746,0.48285743594169617,high
56.75700680272109,0.6580981016159058,high
57.09369614512472,0.5395658612251282,high
57.418775510204085,0.9780453443527222,high
57.75546485260771,0.7203783988952637,high
58.09215419501134,0.6175107955932617,high
58.4172335600907,0.543491542339325,high
58.75392290249433,1.0,high
59.09061224489796,0.6261733174324036,high
59.427301587301585,0.5306331515312195,high
59.75238095238095,0.6325423717498779,high
60.081269841269844,0.6968569755554199,high
60.41795918367347,0.6114289164543152,high
60.7546485260771,0.7357422709465027,high
60.963628117913835,0.6945724487304688,high
61.09133786848073,0.7162408232688904,high
61.30031746031746,0.601490318775177,high
61.41641723356009,0.9098305106163025,high
61.75310657596372,0.4873499572277069,high
62.089795918367344,0.7238593101501465,high
62.426485260770974,0.5585212111473083,high
62.589024943310655,0.20551708340644836,high
62.75156462585034,0.8999479413032532,high
63.088253968253966,0.619036078453064,high
63.262403628117916,0.38704121112823486,high
63.750022675736965,0.6103846430778503,high
64.08671201814059,1.0,high
64.76009070294785,0.35108616948127747,high
65.09678004535148,0.18362084031105042,bass
65.42185941043084,0.4333387613296509,high
65.75854875283447,0.19726181030273438,bass
66.0952380952381,0.4383073151111603,high
66.42031746031746,0.4162847101688385,high
66.7570068027211,0.4427166283130646,bass
67.09369614512471,0.15236561000347137,bass
67.41877551020409,0.40450069308280945,high
67.75546485260772,0.15758709609508514,bass
68.09215419501133,0.4118272364139557,high
68.75392290249434,0.3191726803779602,high
69.42730158730159,0.47220054268836975,high
69.76399092970522,0.2783173620700836,high
70.0928798185941,0.8181533217430115,high
70.42956916099773,0.6308897137641907,high
70.75464852607709,0.5485830903053284,high
71.09133786848072,0.7712491750717163,high
71.42802721088435,0.6866592168807983,high
71.76471655328798,0.5129899978637695,high
72.08979591836734,0.706974983215332,high
72.26394557823129,0.2509203553199768,high
72.42648526077097,0.49422019720077515,high
72.58902494331066,0.19867052137851715,high
72.7631746031746,0.46792325377464294,high
72.92571428571429,0.30058085918426514,high
73.08825396825397,0.2885649502277374,high
73.26240362811791,0.256137490272522,high
73.4249433106576,0.5048788785934448,bass
73.76163265306123,0.32583728432655334,bass
73.9241723356009,0.2706679105758667,high
74.08671201814059,0.28682413697242737,high
74.73687074829932,0.2030228078365326,high
74.95746031746032,0.1583717316389084,bass
74.98068027210884,0.1654634028673172,bass
75.00390022675737,0.1772330105304718,bass
75.08517006802721,0.9172700643539429,high
75.25931972789115,0.20614516735076904,bass
75.29414965986395,0.15430675446987152,bass
75.42185941043084,0.20076486468315125,bass
75.45668934240362,0.1846032589673996,bass
75.75854875283447,0.4872906506061554,bass
75.92108843537414,0.40377727150917053,high
76.0952380952381,0.33363398909568787,bass
76.14167800453515,0.18204641342163086,bass
76.1881179138322,0.1608639806509018,bass
76.26938775510204,0.15323151648044586,high
76.43192743764172,0.26506173610687256,high
76.7570068027211,0.9724138975143433,bass
76.91954648526077,0.20993632078170776,bass
76.96598639455782,0.22405403852462769,bass
77.09369614512471,0.5441757440567017,high
77.41877551020409,0.6454735398292542,bass
77.52326530612245,0.2534017860889435,bass
77.59292517006803,0.3242286145687103,high
77.75546485260772,0.6311671137809753,high
78.09215419501133,1.0,bass
78.25469387755102,0.15007518231868744,bass
78.30113378684807,0.5735534429550171,high
78.42884353741496,0.5465096235275269,high
78.6378231292517,0.4915461242198944,bass
78.75392290249434,0.654859185218811,bass
78.88163265306122,0.4237951636314392,high
79.09061224489795,0.7052692174911499,high
79.42730158730159,0.7695396542549133,bass
79.50857142857143,0.15171585977077484,bass
79.58984126984127,0.29490727186203003,bass
79.76399092970522,0.5298298001289368,high
80.0928798185941,0.8280226588249207,bass
80.23219954648526,0.40521132946014404,high
80.42956916099773,0.46958819031715393,high
80.75464852607709,0.8599475026130676,bass
80.91718820861678,0.24287433922290802,bass
81.09133786848072,0.6016925573348999,high
81.42802721088435,0.626242458820343,bass
81.56734693877551,0.4496653974056244,high
81.75310657596371,0.4497503638267517,high
82.08979591836734,0.9625738859176636,bass
82.27555555555556,0.24207854270935059,high
82.42648526077097,0.6289390921592712,high
82.75156462585034,0.6287135481834412,bass
82.8560544217687,0.36430996656417847,high
82.97215419501134,0.18106284737586975,bass
83.08825396825397,0.4002037048339844,high
83.4249433106576,0.8601415753364563,bass
83.57587301587301,0.19692933559417725,bass
83.63392290249433,0.5417690277099609,high
83.76163265306123,0.7077115774154663,high
83.97061224489796,0.3605578541755676,bass
84.08671201814059,0.6149893403053284,bass
84.20281179138323,0.3828125,high
84.42340136054422,0.5188262462615967,high
84.76009070294785,0.7055221796035767,bass
84.8413605442177,0.15914830565452576,bass
84.93424036281179,0.27326154708862305,high
85.09678004535148,0.48084789514541626,high
85.42185941043084,0.9482210874557495,bass
